EventTemplate,Occurrences
getNeighboringCellInfo calling app is com.amap.android.ams ,7
<*> <*> [<*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*> ,1
<*> <*> <*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=0x<*> ,2
<*> <*> <*> <*> <*> due to <*> <*> ,1
<*> <*> = <*>, <*> = <*> ,20
Sending non-protected broadcast <*> from system <*> <*> <*> <*> ,9
ImsServiceSub : type = <*> status = <*> <*> = true ,5
PFW.HwPFWAppRestartPolicy:receive action = android.intent.action.SCREEN_OFF ,1
void android::HwAlgorithmicInformation::setSmartAeInfo(int, <*> <*> <*> <*> = <*>, <*> <*> <*> <*> <*> <*> ,1
<*> <*> <*> 0x<*> ,2
read from <*> <*> <*> <*> <*> ,2
<*> <*> <*> = <*> pid = <*> ,1
<*> <*> <*> in the <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,5
<*> attr <*> <*> ,1
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,106
addNotification key=<*>|com.qiyi.video|<*>|null|<*> ,1
<*> <*> - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,4
<*>|calculateAltitudeWithCache datas.size=<*> ,16
<*> <*> <*> <*> <*> home data home 中国移动 中国移动 <*> 中国移动 中国移动 <*> <*> <*> <*> not supported <*> <*> RoamInd=<*> DefRoamInd=<*> <*> <*> <*> ,3
enableDefaultTypeAPN= false ,1
syncCalendar end! ,2
<*> <*> <*> <*> rtt_tcp_packets=<*>, rtt_tcp_duration=<*>, rtt_lan_duration=<*>, rtt_lan_failures=<*>, rtt_lan_succ=<*>, rtt_lan_max=<*>, rtt_lan_min=<*>,same_area_frequency=<*>,adjacent_area_frequency=<*>] ,3
to: connected=true,enabled=true,level=<*>,inetCondition=<*>,iconGroup=IconGroup(4G),activityIn=false,activityOut=false,rssi=<*>,lastModified=<*>-<*> <*>:<*>:<*>,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true ,15
<*> <*> <*> type <*> when <*> <*> <*> <*> <*> ,3
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*>]:KeySpace : <*> <*> <*> <*> ,1
[LogUploadService.onCreate] ,3
ACTION_BATTERY_CHANGED pluggedType: <*> ,8
tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) <*> <*> <*> <*> <*> <*> <*> to <*> ,1
notifyListenerHuawei::origin typeIcon:<*> icons.mName:4G isSuspend:false, showDataIcon=true, dataConnected=true, isRoaming=false ,113
[msg_type] <*> ,1
<*> <*> = <*>, <*> = <*>, <*> <*> <*> = <*>, <*> = <*>, <*> = <*> ,3
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*>]:svn_closeAll <*> ,5
Application com.huawei.espacev2 is im app and connected ok, delay to H! ,2
IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ... ,2
unproxy app:com.huawei.camera,uid:<*>,result:true ,1
triggerUpdateAPInfo ,1
updateBarBgColor:emuiStyle=<*>,statusBarColor=#FF303135,navigationBarColor=#FF000000, isEmuiLight=-<*> ,1
getProcessInfo: failed to find this proc ,8
AwareMem_EventTracker: [POLLING_TIMEOUT_<*>] is abandoned for memory <*> <*> <*> <*> can not <*> ,1
<*> <*> <*> #<*> A=com.tencent.mm U=<*> StackId=<*> sz=<*>} ,1
<*> <*> <*> <*> bytes <*> <*> ,16
KGSvcCall onScreenTurnedOn. ,8
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> = false, <*> = false, <*> = false ,1
<*> <*> <*> [<*>, <*>] ,4
CloudRecordGetCfgInfoRspNotify leave ,3
dispatch ordered broadcast [bgkeyapp] <*> <*> <*> has <*> receivers ,11
<*> PendingIntentRecord{3c38496 android broadcastIntent}}) changed bounds; rebatching ,7
removeNotification:<*>|com.android.incallui|<*>|null|<*> ,5
action:action.huawei.PHONE_AUDIO_MODE, mPermissionType:<*> ,2
[FeedbackService.resumeIssueMaker.run] End ,1
keyAppBroadcastQueueForIntent intent Intent { flg=0x10 cmp=com.tencent.mm/.booter.NotifyReceiver (has extras) } on bgkeyapp queue ,1
37ivnjbjkDabN1xPvK6JoLQKDj2loKXQhGNEBCVpNMjIxBESO1CVYe5+YRK0L1vt8t93aaWZgFWa ,1
HoldService:PHONE_CODE_PERMISSION is allowed . <*> <*> <*> ,1
<*> <*> <*> temp_old :<*> ,5
postEventFromNative: msg=<*>,arg1=<*>,arg2=<*> ,67
at com.huawei.service.login.LoginC$LoginThread.doinLoop(LoginC.java:<*>) ,1
[CheckNewVersionThread-<*>]FeatureOption.MTK_GEMINI_SUPPORT Exception(hwouc/MultiCardFactory.java:<*>) ,1
cause :<*> ,1
proxyWakeLockByPidUid, pid: <*>, uid: <*>, proxy: <*> ,5
notifyUiVisibilityChanged:vis=0xc0000300, SystemUiVisibility=0xc<*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*>]:libcOpenFile <*> <*> <*> <*> ,2
isWifiProEvaluatingAP, <*> <*> <*> <*> = null ,2
<*> <*> <*> is not <*> ,2
LISTEN_CELL_LOCATION uid:<*> ,3
onBaseContextAttached: ,1
notifyUiVisibilityChanged:vis=0x8708, SystemUiVisibility=0x<*> ,1
<*> <*> <*> <*> <*> <*> <*> <*> <*> line <*> QMI_LOC_GET_BEST_AVAILABLE_POSITION_REQ_V<*> ,3
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> <*> <*> <*> <*> <*> <*> <*> ,1
notifyInterfaceClassActivity: client is android.net.INetworkManagementEventObserver$Stub$Proxy@c0acf8b ,31
at com.huawei.android.chr.ProtocolLogManager.addSubCommonBaseParaInfo(ProtocolLogManager.java:<*>) ,3
at com.android.server.pm.Settings.getInstallerPackageNameLPr(Settings.java:<*>) ,1
at com.android.providers.settings.SettingsProvider.call(SettingsProvider.java:<*>) ,1
JIT profile information will not be recorded: profile file does not exits. ,13
<*> <*> <*> is not <*> <*> u0 euid: <*> <*> ,2
load icon <*> <*> <*> <*> <*> <*> ,3
[main-<*>]AutoCheckReceiver onReceive(/AutoCheckReceiver.java:<*>) ,2
apply skiped :<*> ,26
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:WriteSdkGroupItem: hash <*> <*> <*> ,5
AwareMem_EventTracker: [POLLING_TIMEOUT_<*>] <*> <*> <*> <*> ,6
Watch Thread{<*>} LoginC.doWatch(LoginC.java:<*>) Login_By_Step-> watch count = <*> ,29
<*> <*> concurrent mark sweep GC freed <*> AllocSpace objects, <*> LOS objects, <*>% free, <*> <*> <*> <*> <*> ,1
<*> <*> mScrnOffAccTime = <*>, mScrnOffAccTime = <*>, mScrnOnAccTime = <*> ,3
remove(null) changed bounds; rebatching ,16
"freeday":[<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>,<*>]} ] ,4
proxyBroadcast:[com.huawei.espacev2] proxy:true ,2
FPSMonitor endScroll ,1
<*> - <*> <*> <*> <*> <*> <*> ,1
<*> callerApp: ProcessRecord{34bf34f <*>:system/<*>}, <*> Intent { <*> <*> <*> (has extras) } ,1
<*> <*> <*> <*> Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 flags=0x2 color=0x00000000 <*> <*> <*> contentView=null vibrate=null sound=null defaults=0x0 <*> <*> <*> ,1
forgetFromUser:netid:<*> ,1
bss->freq (<*>) ,1
Moving <*> <*> <*> <*> <*> <*> <*> <*> ,1
InCallPresenter - <*> <*> <*> <*> <*> ,2
mIsScreenOn is: false, WAKEUP alarm trigger action = <*> package name is: <*> ,2
<*> - <*> <*> = null ,1
AwareMem_EventTracker: [POLLING_TIMEOUT_<*>] is abandoned for memory critical <*> <*> policy can not execute ,1
Failure getting entry for 0xffffffff (t=<*> e=<*>) (error <*>) ,24
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> dreaming: <*> <*> <*> ,1
Releasing suspend blocker "PowerManagerService.Broadcasts". ,5
bssid=<*>:bd:5f:6c:7d:7e;freq=<*>;level=<*>;flags=<*>;ssid=<*>; ,1
cryptfs cryptocomplete ,1
<*> <*> does not support <*> <*> <*> ,1
ImsSenderRxr : [UNSL]< UNSOL_SSAC_CHANGED <*> ,24
NormalTrafficAnalysis:alert byte = <*> last alert byte = <*> ,17
[FeedbackService.receiver.onReceive]End ,1
workerFunction STATE_CANCEL ,2
uid:<*> pid:<*> <*> <*> <*> <*> ,1
ready=true,policy=<*>,wakefulness=<*>,wksummary=0x11,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,6
action:android.location.LOCATION_REQUEST_CHANGE_ACTION, mPermissionType:<*> ,1
InCallPresenter - <*> ,12
refreshState=sound, RingModeState[,icon=com.android.systemui.qs.QSTile$DrawableIcon@8fb5eb0,label=响铃,labelTint=<*>,textChangedDelay=<*>,contentDescription=响铃,dualLabelContentDescription=null,minimalContentDescription=null,minimalAccessibilityClassName=android.widget.Switch,expandedAccessibilityClassName=android.widget.Switch,autoMirrorDrawable=false,disabledByPolicy=false,enforcedAdmin=null,value=true,mode=<*>] ,2
Enqueueing ordered broadcast[background] <*> <*> <*> prev had <*> ,73
StatusBarNotifier - <*> notification for <*> <*> ,2
<*> event due to no window focus: <*> <*> <*> actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=0x0, edgeFlags=0x0, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=0x1002 } ,1
<*> : <*> ,12
onReceive, action:android.os.action.DEVICE_IDLE_MODE_CHANGED ,1
<*> received <*> <*> <*> false ,1
hw_get_smart_display_supported: end-- ,4
<*> enable, <*>: <*> ,2
<*> <*> does not <*> <*> <*> ,3
retrieveServiceLocked, callerApp: ProcessRecord{2b38b6e <*>:com.huawei.systemmanager:service/<*>}, flags: <*> ,2
Received kernel message payload: event <*> ,60
showLocked ,2
notifyInterfaceClassActivity: client is com.android.server.ConnectivityService$<*>@e0f099c ,39
DisplayPowerState :ON ,5
newUnreadCount:<*>,oldUnreadCount:<*> ,1
setIsExpanded: true ,3
makeExpandedInvisible: mExpandedVisible=false ,1
addFreezeProcess pkg:com.android.browser ,3
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,2
<*> <*> <*> <*> <*> <*> <*> <*> <*> does not <*> ,9
<*> ok, pid: [<*>, <*>, <*> ,3
<*> TcpClientThread.onRecv(TcpClientThread.java:<*>) tcp connection event <*> ,5
<*> <*> <*> <*> = <*> <*> <*> <*> <*> <*> = <*> ,5
start_output_stream: exit ,5
[HttpClient.postDataWithRetryNoLogin] success ,1
ready=true,policy=<*>,wakefulness=<*>,wksummary=0x11,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,27
AppAutoStartupPolicy:prevent start receiver of package com.netease.newsreader.activity for action android.net.conn.CONNECTIVITY_CHANGE ,4
onTransact in code is: <*> ,16
tmp: nsp-callback=http://logservice.vmall.com/osg/logServerAction!uf.htm?lsId=<*>&st=8GizDMFJTvMVAqA1o8peOOoOnD6yUZIPlgy6gbNIi3M%3D&dsKey=<*>&tblName=<*>&nsp-callback-status=<*>&nsp-file-md5=8ccc2277d7a200c1b4bc6d85150b0e70&nsp-file-size=<*>&nsp-ts=<*> ,1
simCount:<*> phoneState:<*> ,7
action:qualcomm.intent.action.ACTION_AUDIO_STATE_CHANGED, mPermissionType:<*> ,3
<*> <*> <*> <*> : <*> <*> : false <*> : <*> <*> <*> <*> <*> <*> : false ,3
I/===> int ulp_brain_turn_onoff_dr_provider() line <*> ,1
<*> <*> <*> <*> <*> <*> is: <*> ,4
isAdjustVolumeEnable,mEnableAdjustVolume:true ,1
MagicLink2-BroadcastReceiver:====>WIFI_P2P_CONNECTION_CHANGED_ACTION ,1
To broadcast an Intent via the notifier to external apps ,13
<*>|Enter setCurrentDevice(). ,1
<*>|uploadStaticsToDB success ,1
[<*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>, <*>.<*>/<*>] ,2
Application com.baidu.input_huawei is depended by other app, delay to H! ,12
handleProximitySensorEvent positive:false ,2
setMobileDataIndicatorsHuawei subId:<*> visible:true strengthIcon:<*> typeIcon:<*> contentDescription:手机信号满格。 typeContentDescription:4G isTypeIconWide:true showActivity:true activityIn:false activityOut:false isRoaming:false ,165
[HttpClient.getDataWithRetryNoLogin] success ,4
iqiyi message: <*> isProcessExist true ,4
writeSummaryFromParcelLocked ,2
iqiyi message: <*> isProcessExist <*> ,1
</title> ,1
<*> what = <*> ,4
JNI_OnLoad->enter(puma) ,1
onServiceStateChanged ,1
<*> <*> <*> <*> <*> <*> <*> = false, <*> = <*>, <*> = <*>, <*> = <*>, mScrnOffAccTime = <*>, mScrnOnAccTime = <*> ,1
[SocketRead_<*>:<*>:<*>-<*>]conetEntity.channelType:ChannelType_Secure(android/null:<*>) ,5
bssid=<*>:<*>:bc:<*>:<*>:e0;freq=<*>;level=<*>;flags=<*>;ssid=wlanaccessv2.<*>; ,1
<*> <*> <*> <*> <*> U=<*> StackId=<*> <*> <*> <*> <*> <*> U=<*> StackId=<*> <*> <*> <*> <*> U=<*> StackId=<*> sz=<*>} ,3
<*> <*> action = android.intent.action.SCREEN_ON ,1
<*> <*> output <*> <*> <*> ,1
processLowerBatteryLevel plugged:false batteryLevel:<*> intent:act:android.intent.action.BATTERY_CHANGED flag:<*> technology=Li-ion icon-small=<*> max_charging_voltage=<*> health=<*> max_charging_current=<*> status=<*> plugged=<*> present=true charge_counter=<*> level=<*> scale=<*> temperature=<*> voltage=<*> invalid_charger=<*> ,2
at com.huawei.keyguard.support.magazine.KeyguardWallpaper.-wrap4(KeyguardWallpaper.java) ,6
svn_fclose return:<*> ,1
<*> <*> <*> <*> <*> = <*>, <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
platform_set_parameters: exit with code(<*>) ,3
<*> <*> <*> <*> events in the past <*> <*> <*> events in the past <*> ,1
AwareMem_DMEServer: stop ,11
Beacon IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> 6c <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 6c <*> <*> <*> <*> <*> 0c <*> <*> <*> <*> ... ,2
remove target not exist, maybe the UI process: uid: <*>, pid: <*> ,3
interpolate:mPosBrightness=<*>.0lux=<*>.<*>,mIsReboot=true,mIsUserChange=false,mDelta=<*>.<*> ,10
frz ok, pid: [<*>, <*>] ,1
<*> <*> <*> : <*> ,27
FingerprintService cancelAuthentication ,1
Create obj success use class <*> ,58
proxy app:com.sankuai.meituan,uid:<*>,result:true ,1
at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:<*>) ,2
action:com.android.mms.intent.action.ACTION_NOTIFY_DATASET_CHANGED, mPermissionType:<*> ,1
onEntryUpdated:<*>|com.huawei.health|<*>|null|<*> ,67
<*> <*> Connect to <*> <*> <*> <*> <*> = <*> ,1
setActionsBackground,null == <*> ,4
ImsServiceSub : <*> <*> ,2
at com.google.locate.b.g.a(GoogleHttpClient.java:<*>) ,1
<*> <*> state = <*>, <*> <*> ,2
<*> Speaker protection disabled ,8
<*> <*> <*> <*> <*> <*> = <*>, <*> <*> <*> <*> <*> <*> = <*>, <*> = <*>, <*> = <*> <*> = <*> ,3
WebMonitor [mNetWorkIsSuck=<*> mUIDIsSuck=] WebSpeed [WEBSENDSEGS=<*> WEBRESENDSEGS=<*> WEBRECVSEGS=<*> WEBERRSEGS=<*> WEBOUTRSTS=<*> WEBESTABLISRST=<*> WEBRTTDURATION=<*> WEBRTTSEGS=<*> WEBSRTT=<*> WEBSNDDUPACKS=<*> SENDSEGS=<*> RESENDSEGS=<*> RECVSEGS=<*> ERRSEGS=<*> OUTRSTS=<*> ESTABLISRST=<*> RTTDURATION=<*> RTTSEGS=<*> SNDDUPACKS=<*> suckTimes=<*> recovage_times=<*>] ,1
IEs - hexdump(len=<*>): <*> 0c <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 0b <*> <*> <*> <*> 6c <*> <*> 0b 2a <*> <*> <*> <*> ... ,1
stop VERIFY_WITH_NOT_DATA_LINK ,2
tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) notify user tcp connected successully at <*> to uc.huawei.com:<*> ,5
<*> <*> <*> <*> is not <*> <*> ,1
ImsSenderRxr : [UNSL]< <*> ,4
<*> <*> is null ,18
<*> <*> = false, <*> = false ,1
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> <*> <*> <*> <*> <*> ,1
<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> = <*> <*> <*> = <*> ,2
bssid=1c:fa:<*>:c5:7b:ce;freq=<*>;level=<*>;flags=<*>;ssid=TP-LINK_C57BCE; ,4
<title>欢迎登录华为站点 ,1
tcp.conn{<*>} TcpClientThread.connectSocket(TcpClientThread.java:<*>) connecting max <*> <*> <*> ,1
ServiceNeeded not bring down <*> u0 euid: <*> <*> ,3
<*> mCount=<*>, mAvgValue=<*>, mMaxValue=<*>, mMinValue=<*> ,1
addFreezeProcess pkg:com.huawei.wallet ,1
[Thermal_Hw] temperature_filter: get invalid temperature, use old temp ,112
<*> <*> - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ... ,1
connect :false ,3
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*> <*> <*> <*> ,23
sn2Xmae47Iu6LMqeiKfvRf5/TvhT2QojOxGsHwDAp13GF+89bLy6qcRIOb3HWP44uz4dLqDNC4jq ,1
ImsServiceSub : <*> = <*> ,7
VolumeDialogController.Callbacks onStateChanged ,3
<*> <*> rt=<*>/<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,5
action:com.android.imscontection.DISCONNECTED, mPermissionType:<*> ,1
sending alarm <*> type <*> when <*> android},repeatInterval = <*>,listenerTag <*> ,8
<*> <*> <*> found in app ,1
<*> - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
act:android.intent.action.CONFIGURATION_CHANGED flag:<*> ,1
at com.tencent.mm.model.ak$<*>.a(SourceFile:<*>) ,2
<*>| ## MSG_DEAL_SYSTEM_EVENT android.intent.action.TIME_TICK ,7
<*> <*> <*> disconnecting to uc.huawei.com:<*> ,1
stopInComingMotionsReco ... ,2
<*> need to <*> <*> ,3
<*> <*> <*> <*> is not <*> ,4
<*> mReceivers <*> ,1
AllIdleAppsList updatePackage isCloneApp = false ,2
<*> <*> <*> ,1735
HwPhoneWindowManager has intercept Key : <*>, <*> <*> <*> <*> : <*> ,4
<*> <*> id=<*> notification=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=0x0 flags=0x62 <*> <*> ,4
<*> <*> <*> <*> <*> <*> screenAutoBrightnessAdjustment=<*>.<*>, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=false, brightnessWaitRet=true, screenAutoBrightness=<*>, userId=<*> ,2
int android::IppAlgoSmartAE::doSmartAEAlgo(unsigned char *, void *, int, int, int) <*> ,4
qsc_decode end ,108
tcp.conn{<*>} XmlMsg.encodeBuf(XmlMsg.java:<*>) SEND <*> bytes <*> <*> ,4
<*> <*> <*> <*> <*> = <*> ,44
nl80211: <*> <*> <*> <*> <*> ,2
AppAutoStartupPolicy:prevent start receiver of package cn.wps.moffice_eng for action android.intent.action.USER_PRESENT ,1
<*> pid = <*>, uid = <*> ,14
<*> <*> <*> <*> <*> dataConnected=true, isRoaming=false ,5
kWhatReset ,2
wlan0: BSS: <*> id <*> BSSID <*> <*> <*> due to <*> ,1
Received Broadcast Intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW ,16
StatusBarNotifier - <*> <*> <*> ,8
I/---> locClientSendReq line <*> <*> ,2
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:FileSec: have right to open file due to cur app sec level = <*> is higher than file <*> sec level = <*> ,6
<*> <*> <*> <*> <*> <*> <*> type <*> when <*> <*> ,5
refreshState=data, BooleanState[,icon=ResourceIcon[resId=0x7f0201f6],label=移动数据,labelTint=<*>,textChangedDelay=<*>,contentDescription=移动数据,dualLabelContentDescription=null,minimalContentDescription=null,minimalAccessibilityClassName=android.widget.Switch,expandedAccessibilityClassName=android.widget.Switch,autoMirrorDrawable=false,disabledByPolicy=false,enforcedAdmin=null,value=true] ,1
a.size3, b.size<*> ,1
onProcessDied pid = <*>, uid = <*> ,6
[ReceiverUtils.launchNotificationPollService]Start ,1
Launcher onStart() ,4
ActivityManagerService,attachApplication,callingPid = <*> ,5
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:FileSec: write app bundle id = &<*>ߢ[ ,2
<*> <*> <*> OK ! ,17
key: nsp-ts ,1
statusBarIconTint=#B3FFFFFF,navigationBarIconTint=#<*> ,2
<*> <*> <*> <*> <*> <*> - hexdump(len=<*>): [REMOVED] ,1
<*> <*> <*> <*> <*> screenBrightness=<*>, screenAutoBrightnessAdjustment=<*>.<*>, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=false, brightnessWaitRet=true, screenAutoBrightness=<*>, userId=<*> ,1
onStartCommand com.huawei.lcagent.UPLOAD_RESULT ,1
<*> TcpSocket.close(TcpSocket.java:<*>) shutdown input: java.net.SocketException: Socket is closed ,3
handleNotifyFinishedGoingToSleep ,4
######### CMD_QUERY_PKTS ######## ,56
isLockScreenDisabled HwKeyguardManagerImpl result = false ,18
JGsSDx/XPjUud2i4cCkjdpm4Ucrqinzvd4JDoBlTrzd+iDCqXTxchPl9Pq1ewG+x0lSdWZZ7xWy<*> ,1
Watch Thread{<*>} WatchThread.onLoop(WatchThread.java:<*>) <*> <*> <*> ,1
setOverlap mOverlap:true, mDimmed:false ,14
EventHub monitor: no key events in the past <*> no motion events in the past <*> ,5
<*> <*> <*> - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
<<*>-<*>-<*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ,16
hRtJSW1Jx2gmY/t9Ksvhrd0wvqej2gAWoZWdB4pnzwaC2uPSmbofSoOHjQe+hD34qJ8GEd1jVlBG ,1
### mPktChkBadCnt=<*> ,4
batch called handle:<*> sample_ns:<*> latency_ns:<*> ,1
action:com.huawei.android.action.launcher_weather_icon_change, mPermissionType:<*> ,10
state is UNREGISTERED ,1
ApStaDisabledState what=<*> ,21
Enqueueing ordered broadcast[foreground] <*> <*> <*> prev had <*> ,19
ITrafficInfo:ITrafficInfo create 301updateBytes = <*> ,10
<*> <*> is depended by <*> <*> delay to H! ,2
offsetBrightness=<*>.<*>,mOffsetBrightness_last44.<*>,lux=<*>.<*>,mPosBrightness=<*>.<*>,mIsUserChange=false,mDelta=<*>.<*>,defaultBrightness=<*>.<*>,mStartLuxDefaultBrightness=<*>.466667mLastLuxDefaultBrightness=<*>.<*> ,1
Connected. ,1
<*> <*> <*> <*> is not in <*> <*> ,1
<*> freq=<*> qual=<*> noise=<*>~ level=<*> <*> <*> age=<*> est=<*> ,2
interceptKeyTq keycode=<*> interactive=true keyguardActive=false <*> <*> <*> <*> <*> ,3
CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_<*>-<*>\x<*> ,29
earliestValidTime + POWER_ON_DARKENING_LIGHT_DEBOUNCE ,125
at com.huawei.android.chr.ProtocolLogManager.addAPCommonParaForEvent(ProtocolLogManager.java:<*>) ,1
<<*>-<*>-<*> <*>:<*>:<*>> [ERR] SDK: UE-SeC <*>-<*>-<*> <*>:<*>:<*>:<*> Level[ERR] magic[<*> <*>]:libcSeekFile => <*> ,1
java.io.FileNotFoundException: sys/class/hw_power/charger/charge_data/water_intrused (No such file or directory) ,99
eap_proxy: eap_proxy_allowed_method ,2
AppAutoStartupPolicy:prevent start receiver of package <*> <*> <*> <*> ,1
FpPerformance onFingerAuthenticated! ,2
<*> <*> void *, int, int, <*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
updateBarBgColor:emuiStyle=<*>,statusBarColor=#<*>,navigationBarColor=#<*>, isEmuiLight=<*> ,3
<*> <*> <*> callList=com.android.incallui.CallList@86c7f<*> ,1
<*> <*> mode = <*> <*> = <*> ,1
<*> <*> <*> <*> <*> (<*> * <*> * <*> * <*> <*> <*> <*> <*> (<*> * <*> * <*> * <*>) day ,1
@@@@@@@@@@@@ uid :<*> download <*> ,4
[Thread-<*>-<*>]isAllFirmwareInstallingStatus(hwouc/HwOucUtility.java:<*>) ,1
DeviceStateListener:MyCityChanged: true ,7
<*>|compensate received ,107
Call: getSubId <*> is <*>: <*> ,1
ready=true,policy=<*>,wakefulness=<*>,wksummary=0x2b,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=<*>,adj=<*>.0userId=<*> ,3
<*>-<*>-<*> <*> <*> <*> <*> <*> <*> <*> <*> ,1
ash->screen on ,8
isMusicActive... ,64
<*>|before compensate: cache step_<*> ,73
Creating TransactionService ,1
